lead_id,open_rate,click_rate,czas_od_kontaktu,liczba_pracownikow,segment,region,recommended_action,target
LEAD-1514,0.02,0.82,44,32,samodzielna,wielkopolskie,call,0
LEAD-1515,0.2,0.85,86,45,przychodnia,pomorskie,call,0
LEAD-1516,0.01,0.94,44,13,samodzielna,pomorskie,call,1
LEAD-1517,0.65,0.09,74,18,przychodnia,pomorskie,call,1
LEAD-1518,0.9,0.39,62,16,samodzielna,mazowieckie,call,1
LEAD-1519,0.24,0.07,6,10,przychodnia,pomorskie,call,0
LEAD-1520,0.93,0.21,17,40,samodzielna,mazowieckie,offer,1
LEAD-1521,0.06,0.23,51,43,samodzielna,pomorskie,offer,0
LEAD-1522,0.93,0.47,38,49,samodzielna,mazowieckie,call,1
LEAD-1523,0.35,0.27,24,13,przychodnia,mazowieckie,offer,0
LEAD-1524,0.1,0.1,51,33,przychodnia,wielkopolskie,call,0
LEAD-1525,0.49,0.17,10,26,przychodnia,slaskie,offer,1
LEAD-1526,0.26,0.15,72,40,przychodnia,mazowieckie,email,0
LEAD-1527,0.28,0.97,21,19,przychodnia,pomorskie,offer,0
LEAD-1528,0.31,0.76,70,16,samodzielna,wielkopolskie,offer,1
LEAD-1529,0.8,0.97,85,33,samodzielna,pomorskie,offer,0
LEAD-1530,0.54,0.44,57,7,samodzielna,pomorskie,email,1
LEAD-1531,0.31,0.28,39,45,samodzielna,mazowieckie,call,0
LEAD-1532,0.61,0.8,88,44,samodzielna,mazowieckie,offer,0
LEAD-1533,0.72,0.33,33,36,przychodnia,slaskie,offer,0
LEAD-1534,0.27,0.3,59,35,samodzielna,mazowieckie,email,0
LEAD-1535,0.41,0.23,18,39,przychodnia,mazowieckie,call,1
LEAD-1536,0.12,0.13,56,6,samodzielna,slaskie,offer,1
LEAD-1537,0.18,0.26,57,19,przychodnia,pomorskie,email,1
LEAD-1538,0.68,0.36,76,17,przychodnia,slaskie,call,0
LEAD-1539,0.18,0.67,48,9,przychodnia,slaskie,call,0
LEAD-1540,0.53,0.06,42,26,samodzielna,slaskie,offer,1
LEAD-1541,0.71,0.21,27,33,samodzielna,wielkopolskie,offer,1
LEAD-1542,0.11,0.81,74,27,samodzielna,pomorskie,offer,1
LEAD-1543,0.57,0.15,52,23,samodzielna,wielkopolskie,offer,1
LEAD-1544,0.26,0.34,42,32,przychodnia,wielkopolskie,email,0
LEAD-1545,0.96,0.86,32,44,przychodnia,mazowieckie,email,1
LEAD-1546,0.48,0.15,26,11,przychodnia,slaskie,offer,0
LEAD-1547,0.81,0.08,25,13,przychodnia,slaskie,call,1
LEAD-1548,0.55,0.48,75,29,samodzielna,wielkopolskie,offer,0
LEAD-1549,0.04,0.3,23,7,przychodnia,mazowieckie,call,1
LEAD-1550,0.63,0.56,57,21,samodzielna,mazowieckie,call,1
LEAD-1551,0.95,0.8,52,6,przychodnia,mazowieckie,call,0
LEAD-1552,0.6,0.14,87,24,przychodnia,pomorskie,email,0
LEAD-1553,0.82,0.58,31,10,przychodnia,wielkopolskie,call,1
LEAD-1554,0.88,0.51,64,30,samodzielna,pomorskie,call,0
LEAD-1555,0.23,0.14,71,17,samodzielna,mazowieckie,email,1
LEAD-1556,0.21,0.62,33,47,przychodnia,mazowieckie,call,0
LEAD-1557,0.61,0.27,85,23,przychodnia,mazowieckie,call,1
LEAD-1558,0.41,0.49,2,9,przychodnia,slaskie,offer,1
LEAD-1559,0.84,0.08,18,21,samodzielna,wielkopolskie,call,1
LEAD-1560,0.9,0.46,47,15,samodzielna,slaskie,call,1
LEAD-1561,0.35,0.31,33,40,samodzielna,pomorskie,call,1
LEAD-1562,0.24,0.82,84,38,przychodnia,slaskie,call,1
LEAD-1563,0.78,0.06,35,35,samodzielna,wielkopolskie,call,1
LEAD-1564,0.27,0.42,51,12,przychodnia,slaskie,email,1
LEAD-1565,0.82,0.46,18,41,samodzielna,mazowieckie,call,0
LEAD-1566,0.42,0.73,88,34,przychodnia,pomorskie,call,0
LEAD-1567,0.67,0.57,72,32,przychodnia,pomorskie,email,0
LEAD-1568,0.1,0.67,30,45,samodzielna,mazowieckie,email,1
LEAD-1569,0.62,0.78,44,35,przychodnia,mazowieckie,call,1
LEAD-1570,0.45,0.86,53,8,przychodnia,mazowieckie,call,1
LEAD-1571,0.59,0.31,10,24,przychodnia,wielkopolskie,call,0
LEAD-1572,0.17,0.54,87,47,samodzielna,slaskie,offer,0
LEAD-1573,0.74,0.84,52,8,przychodnia,pomorskie,offer,0
LEAD-1574,0.86,0.99,49,26,samodzielna,slaskie,call,0
LEAD-1575,0.22,0.89,11,4,samodzielna,mazowieckie,email,0
LEAD-1576,0.1,0.37,66,39,przychodnia,mazowieckie,call,1
LEAD-1577,0.02,0.2,58,21,samodzielna,slaskie,email,0
LEAD-1578,0.64,0.49,36,35,przychodnia,pomorskie,email,1
LEAD-1579,0.61,0.74,33,45,samodzielna,wielkopolskie,email,1
LEAD-1580,0.55,0.49,47,45,przychodnia,slaskie,call,1
LEAD-1581,0.23,0.48,13,31,samodzielna,mazowieckie,call,0
LEAD-1582,0.39,0.84,40,18,przychodnia,mazowieckie,email,0
LEAD-1583,0.59,0.36,89,11,przychodnia,wielkopolskie,offer,1
LEAD-1584,0.5,0.86,68,36,przychodnia,slaskie,offer,0
LEAD-1585,0.99,0.41,42,21,przychodnia,wielkopolskie,offer,0
LEAD-1586,0.14,0.33,19,19,samodzielna,wielkopolskie,email,1
LEAD-1587,0.7,0.45,82,46,samodzielna,pomorskie,call,1
LEAD-1588,0.4,0.76,19,45,przychodnia,pomorskie,email,1
LEAD-1589,0.43,0.13,58,28,samodzielna,mazowieckie,offer,1
LEAD-1590,0.72,0.2,23,37,przychodnia,slaskie,call,1
LEAD-1591,0.69,0.95,54,24,przychodnia,pomorskie,email,0
LEAD-1592,0.99,0.18,80,33,samodzielna,mazowieckie,email,1
LEAD-1593,0.13,0.57,65,11,samodzielna,slaskie,offer,0
LEAD-1594,0.1,0.58,12,12,przychodnia,mazowieckie,email,0
LEAD-1595,0.72,0.49,24,39,samodzielna,pomorskie,call,1
LEAD-1596,0.58,0.64,34,7,przychodnia,mazowieckie,offer,1
LEAD-1597,0.27,0.23,53,42,samodzielna,slaskie,offer,0
LEAD-1598,0.08,0.55,8,48,samodzielna,slaskie,call,1
LEAD-1599,0.09,0.37,18,35,samodzielna,mazowieckie,offer,0
LEAD-1600,0.89,0.66,57,37,samodzielna,slaskie,email,1
LEAD-1601,0.19,0.14,5,38,samodzielna,mazowieckie,email,1
LEAD-1602,0.32,0.57,26,18,przychodnia,slaskie,offer,0
LEAD-1603,0.23,0.19,30,41,samodzielna,mazowieckie,call,0
LEAD-1604,0.35,0.28,54,41,samodzielna,mazowieckie,email,1
LEAD-1605,0.07,0.22,13,13,przychodnia,mazowieckie,call,1
LEAD-1606,0.52,0.18,83,22,przychodnia,wielkopolskie,email,1
LEAD-1607,0.07,0.83,29,41,przychodnia,slaskie,email,0
LEAD-1608,0.8,0.29,3,20,samodzielna,pomorskie,offer,1
LEAD-1609,0.23,0.93,58,4,samodzielna,mazowieckie,offer,1
LEAD-1610,0.54,0.97,76,19,przychodnia,wielkopolskie,call,1
LEAD-1611,0.88,0.57,2,20,przychodnia,pomorskie,offer,1
LEAD-1612,0.65,0.14,75,48,przychodnia,mazowieckie,email,0
LEAD-1613,0.53,0.37,28,7,przychodnia,pomorskie,email,0
LEAD-1614,0.32,0.8,82,17,samodzielna,wielkopolskie,call,0
LEAD-1615,0.33,0.37,77,9,samodzielna,pomorskie,call,1
LEAD-1616,0.67,0.09,86,49,samodzielna,mazowieckie,email,1
LEAD-1617,0.99,0.56,76,19,samodzielna,pomorskie,offer,1
LEAD-1618,0.66,0.85,2,49,samodzielna,pomorskie,offer,0
LEAD-1619,0.56,0.8,7,44,przychodnia,mazowieckie,call,0
LEAD-1620,0.73,0.18,26,40,samodzielna,wielkopolskie,call,0
LEAD-1621,0.47,0.67,88,13,przychodnia,wielkopolskie,email,0
LEAD-1622,0.06,0.22,76,46,przychodnia,pomorskie,email,1
LEAD-1623,0.56,0.22,16,11,przychodnia,slaskie,call,0
LEAD-1624,0.96,0.87,23,8,samodzielna,pomorskie,email,0
LEAD-1625,0.18,0.25,40,47,przychodnia,slaskie,call,1
LEAD-1626,0.69,0.26,60,2,samodzielna,pomorskie,call,0
LEAD-1627,0.2,0.0,73,37,przychodnia,wielkopolskie,offer,1
LEAD-1628,0.54,0.87,32,22,samodzielna,pomorskie,call,1
LEAD-1629,0.1,0.79,15,38,przychodnia,pomorskie,email,1
LEAD-1630,0.45,0.63,13,25,samodzielna,slaskie,offer,1
LEAD-1631,0.76,0.75,5,26,przychodnia,wielkopolskie,offer,1
LEAD-1632,0.35,0.15,75,8,przychodnia,slaskie,email,0
LEAD-1633,0.66,0.46,74,43,przychodnia,pomorskie,email,0
LEAD-1634,0.8,0.35,52,18,przychodnia,mazowieckie,email,1
LEAD-1635,0.93,0.09,77,30,samodzielna,pomorskie,call,0
LEAD-1636,0.23,0.49,41,31,samodzielna,pomorskie,offer,1
LEAD-1637,0.4,0.92,53,8,samodzielna,slaskie,call,0
LEAD-1638,0.15,0.04,50,34,przychodnia,mazowieckie,call,0
LEAD-1639,0.99,0.29,15,8,przychodnia,mazowieckie,call,0
LEAD-1640,0.93,0.21,7,25,przychodnia,slaskie,call,0
LEAD-1641,0.54,0.24,40,12,przychodnia,wielkopolskie,offer,0
LEAD-1642,0.84,0.91,28,10,przychodnia,mazowieckie,offer,0
LEAD-1643,0.52,0.47,32,13,przychodnia,mazowieckie,call,0
LEAD-1644,0.62,0.47,15,36,samodzielna,slaskie,email,1
LEAD-1645,0.09,0.76,85,5,samodzielna,wielkopolskie,offer,1
LEAD-1646,0.76,0.15,70,37,samodzielna,wielkopolskie,call,1
LEAD-1647,0.13,0.49,65,29,samodzielna,pomorskie,email,0
LEAD-1648,0.83,0.43,4,14,samodzielna,pomorskie,email,0
LEAD-1649,0.78,0.6,11,24,samodzielna,slaskie,call,1
LEAD-1650,0.71,1.0,26,20,samodzielna,wielkopolskie,offer,1
LEAD-1651,0.04,0.77,61,43,samodzielna,slaskie,email,0
LEAD-1652,0.3,0.4,37,38,przychodnia,pomorskie,offer,1
LEAD-1653,0.26,0.83,23,40,przychodnia,slaskie,offer,1
LEAD-1654,0.36,0.17,85,25,przychodnia,slaskie,email,1
LEAD-1655,0.09,0.03,40,17,przychodnia,mazowieckie,call,1
LEAD-1656,0.94,0.2,77,34,przychodnia,mazowieckie,email,0
LEAD-1657,0.55,0.34,23,13,przychodnia,mazowieckie,email,1
LEAD-1658,0.31,0.51,16,35,przychodnia,pomorskie,offer,1
LEAD-1659,0.4,0.62,61,8,samodzielna,slaskie,call,1
LEAD-1660,0.45,0.91,68,12,samodzielna,mazowieckie,offer,1
LEAD-1661,0.6,0.51,80,32,przychodnia,mazowieckie,email,0
LEAD-1662,0.52,0.5,31,30,samodzielna,mazowieckie,call,1
LEAD-1663,0.92,0.05,53,14,samodzielna,pomorskie,call,1
LEAD-1664,0.5,0.03,25,32,samodzielna,pomorskie,call,1
LEAD-1665,0.99,0.55,44,3,samodzielna,slaskie,call,1
LEAD-1666,0.85,0.44,12,40,samodzielna,slaskie,call,1
LEAD-1667,0.21,0.84,9,16,przychodnia,slaskie,email,0
LEAD-1668,0.93,0.16,12,12,samodzielna,mazowieckie,email,1
LEAD-1669,0.12,0.02,69,35,przychodnia,wielkopolskie,email,1
LEAD-1670,0.82,0.45,54,40,przychodnia,pomorskie,offer,0
LEAD-1671,0.38,0.24,54,5,przychodnia,mazowieckie,call,1
LEAD-1672,0.88,0.05,28,12,samodzielna,mazowieckie,call,0
LEAD-1673,0.87,0.72,56,30,przychodnia,slaskie,email,1
LEAD-1674,0.81,0.11,69,3,przychodnia,slaskie,call,0
LEAD-1675,0.79,0.61,77,17,przychodnia,mazowieckie,offer,0
LEAD-1676,0.3,0.28,58,40,przychodnia,pomorskie,call,1
LEAD-1677,0.08,0.17,78,14,samodzielna,pomorskie,call,0
LEAD-1678,0.4,0.38,75,38,przychodnia,mazowieckie,offer,1
LEAD-1679,0.17,0.8,42,18,przychodnia,wielkopolskie,email,0
LEAD-1680,0.69,0.39,38,22,przychodnia,wielkopolskie,email,0
LEAD-1681,0.35,0.75,68,45,przychodnia,pomorskie,call,1
LEAD-1682,0.98,0.13,53,20,samodzielna,slaskie,offer,0
LEAD-1683,0.64,0.77,33,8,przychodnia,wielkopolskie,email,1
LEAD-1684,0.82,0.24,71,39,przychodnia,wielkopolskie,email,0
LEAD-1685,0.13,0.68,56,9,przychodnia,slaskie,email,0
LEAD-1686,0.86,0.57,72,14,przychodnia,wielkopolskie,call,1
LEAD-1687,0.92,0.93,51,38,przychodnia,mazowieckie,offer,1
LEAD-1688,0.49,0.39,74,3,przychodnia,wielkopolskie,call,0
LEAD-1689,0.61,0.07,43,42,samodzielna,slaskie,email,1
LEAD-1690,0.76,0.02,15,12,przychodnia,mazowieckie,offer,1
LEAD-1691,0.17,0.83,38,25,samodzielna,wielkopolskie,call,0
LEAD-1692,0.5,0.52,15,7,samodzielna,pomorskie,email,0
LEAD-1693,0.4,0.78,5,27,przychodnia,mazowieckie,email,1
LEAD-1694,0.15,0.23,83,8,samodzielna,mazowieckie,call,0
LEAD-1695,0.37,0.35,54,40,przychodnia,pomorskie,email,1
LEAD-1696,0.07,0.03,51,20,samodzielna,pomorskie,email,1
LEAD-1697,0.03,0.96,10,7,przychodnia,wielkopolskie,offer,1
LEAD-1698,0.14,0.67,12,44,samodzielna,wielkopolskie,email,1
LEAD-1699,0.96,0.93,4,30,samodzielna,slaskie,call,1
LEAD-1700,0.55,0.27,18,44,przychodnia,slaskie,offer,1
LEAD-1701,0.97,0.61,80,40,samodzielna,mazowieckie,call,0
LEAD-1702,0.43,0.68,36,3,samodzielna,pomorskie,email,1
LEAD-1703,0.31,0.32,25,20,samodzielna,pomorskie,offer,0
LEAD-1704,0.51,0.85,87,5,samodzielna,slaskie,offer,1
LEAD-1705,0.44,0.95,76,7,samodzielna,mazowieckie,offer,0
LEAD-1706,0.11,0.88,36,38,przychodnia,mazowieckie,offer,0
LEAD-1707,0.64,0.74,67,29,samodzielna,slaskie,call,0
LEAD-1708,0.22,0.28,9,31,samodzielna,slaskie,email,1
LEAD-1709,0.62,0.28,61,8,przychodnia,slaskie,email,0
LEAD-1710,0.65,0.96,53,10,przychodnia,wielkopolskie,offer,0
LEAD-1711,0.15,0.01,18,26,przychodnia,mazowieckie,email,1
LEAD-1712,0.06,0.72,43,34,samodzielna,mazowieckie,call,0
LEAD-1713,0.78,0.71,35,2,samodzielna,mazowieckie,email,0
LEAD-1714,0.46,0.62,63,7,samodzielna,slaskie,call,1
LEAD-1715,0.06,0.99,78,19,samodzielna,slaskie,call,0
LEAD-1716,0.99,0.31,4,11,przychodnia,slaskie,email,0
LEAD-1717,0.06,0.34,41,29,przychodnia,slaskie,call,1
LEAD-1718,0.7,0.08,45,12,samodzielna,pomorskie,call,0
LEAD-1719,0.98,0.44,50,34,samodzielna,slaskie,call,0
LEAD-1720,0.24,0.26,79,2,samodzielna,wielkopolskie,call,0
LEAD-1721,0.14,0.34,28,14,samodzielna,pomorskie,offer,0
LEAD-1722,0.12,0.83,42,38,przychodnia,pomorskie,email,1
LEAD-1723,0.3,0.94,80,21,przychodnia,slaskie,offer,1
LEAD-1724,0.1,0.19,76,2,samodzielna,mazowieckie,call,1
LEAD-1725,0.69,0.37,69,4,przychodnia,slaskie,email,1
LEAD-1726,0.06,0.93,1,19,samodzielna,mazowieckie,call,0
LEAD-1727,0.51,0.06,39,42,samodzielna,slaskie,email,1
LEAD-1728,1.0,0.09,17,15,przychodnia,slaskie,offer,1
LEAD-1729,0.81,0.16,88,32,samodzielna,mazowieckie,email,0
LEAD-1730,0.62,0.6,35,28,przychodnia,mazowieckie,call,0
LEAD-1731,0.31,0.15,46,18,samodzielna,mazowieckie,email,0
LEAD-1732,0.62,0.97,42,47,przychodnia,mazowieckie,email,1
LEAD-1733,0.53,0.45,39,30,samodzielna,wielkopolskie,offer,0
LEAD-1734,0.43,0.5,49,37,przychodnia,mazowieckie,call,0
LEAD-1735,0.13,0.25,62,38,samodzielna,slaskie,email,0
LEAD-1736,0.89,0.47,38,27,samodzielna,slaskie,offer,1
LEAD-1737,0.45,0.66,23,18,przychodnia,wielkopolskie,email,1
LEAD-1738,0.19,0.75,22,23,samodzielna,mazowieckie,call,1
LEAD-1739,0.37,0.75,4,26,przychodnia,slaskie,email,1
LEAD-1740,0.41,0.58,49,3,przychodnia,wielkopolskie,email,1
LEAD-1741,0.83,0.9,59,23,samodzielna,slaskie,email,1
LEAD-1742,0.73,0.82,73,6,samodzielna,wielkopolskie,email,1
LEAD-1743,0.77,0.76,68,5,samodzielna,wielkopolskie,call,0
LEAD-1744,0.01,0.06,71,37,samodzielna,pomorskie,offer,0
LEAD-1745,0.42,0.01,87,7,przychodnia,pomorskie,offer,0
LEAD-1746,0.48,0.21,2,22,samodzielna,mazowieckie,email,1
LEAD-1747,0.02,0.66,49,14,samodzielna,pomorskie,call,1
LEAD-1748,0.26,0.41,88,38,samodzielna,wielkopolskie,call,0
LEAD-1749,0.76,0.4,31,26,przychodnia,slaskie,call,0
LEAD-1750,0.14,0.88,40,27,samodzielna,slaskie,call,1
LEAD-1751,0.54,0.9,48,40,przychodnia,mazowieckie,call,1
LEAD-1752,0.22,0.91,51,21,samodzielna,pomorskie,call,1
LEAD-1753,0.01,0.31,43,34,przychodnia,mazowieckie,email,1
LEAD-1754,0.24,0.69,55,15,samodzielna,wielkopolskie,offer,1
LEAD-1755,0.98,0.27,88,37,samodzielna,pomorskie,offer,1
LEAD-1756,0.8,0.19,49,18,przychodnia,mazowieckie,email,1
LEAD-1757,0.96,0.18,80,22,samodzielna,slaskie,offer,1
LEAD-1758,0.49,0.34,57,47,samodzielna,slaskie,call,0
LEAD-1759,0.11,0.43,77,17,samodzielna,mazowieckie,call,1
LEAD-1760,0.55,0.83,15,47,przychodnia,mazowieckie,offer,1
LEAD-1761,0.45,0.12,27,17,samodzielna,mazowieckie,call,1
LEAD-1762,0.84,0.73,68,21,przychodnia,wielkopolskie,call,0
LEAD-1763,0.1,0.53,80,30,przychodnia,wielkopolskie,offer,0
LEAD-1764,0.49,0.29,64,29,przychodnia,slaskie,email,1
LEAD-1765,0.15,0.49,30,9,samodzielna,wielkopolskie,offer,0
LEAD-1766,0.32,0.3,36,25,przychodnia,wielkopolskie,offer,0
LEAD-1767,0.74,0.6,67,4,przychodnia,pomorskie,offer,0
LEAD-1768,0.48,0.43,86,26,samodzielna,wielkopolskie,offer,1
LEAD-1769,0.38,0.16,86,20,przychodnia,pomorskie,email,1
LEAD-1770,0.39,0.12,49,34,przychodnia,wielkopolskie,email,1
LEAD-1771,0.46,0.55,76,3,samodzielna,slaskie,call,1
LEAD-1772,0.79,0.9,55,16,samodzielna,mazowieckie,call,1
LEAD-1773,0.89,0.34,85,23,przychodnia,slaskie,offer,1
LEAD-1774,0.96,0.73,56,11,samodzielna,wielkopolskie,call,1
LEAD-1775,0.79,0.66,68,19,samodzielna,mazowieckie,email,0
LEAD-1776,0.32,0.93,44,23,samodzielna,mazowieckie,call,1
LEAD-1777,0.69,0.82,31,47,przychodnia,mazowieckie,call,1
LEAD-1778,0.44,0.57,58,28,przychodnia,pomorskie,call,1
LEAD-1779,0.25,0.66,87,14,samodzielna,slaskie,offer,1
LEAD-1780,0.84,0.9,53,34,przychodnia,pomorskie,call,1
LEAD-1781,0.04,0.4,84,6,samodzielna,mazowieckie,email,1
LEAD-1782,0.9,0.33,79,27,samodzielna,slaskie,email,1
LEAD-1783,0.46,0.01,23,14,samodzielna,slaskie,email,1
LEAD-1784,0.64,0.83,28,28,samodzielna,wielkopolskie,email,0
LEAD-1785,0.66,0.8,16,15,samodzielna,pomorskie,call,0
LEAD-1786,0.9,0.1,37,25,przychodnia,pomorskie,offer,1
LEAD-1787,0.64,0.58,21,4,przychodnia,wielkopolskie,email,1
LEAD-1788,0.61,0.46,79,48,przychodnia,pomorskie,email,0
LEAD-1789,0.07,0.12,17,31,przychodnia,mazowieckie,offer,1
LEAD-1790,0.52,0.98,37,36,samodzielna,mazowieckie,offer,1
LEAD-1791,0.15,0.21,77,49,samodzielna,pomorskie,email,0
LEAD-1792,0.74,0.07,19,15,przychodnia,wielkopolskie,email,1
LEAD-1793,0.51,0.59,30,13,przychodnia,slaskie,offer,1
LEAD-1794,0.68,0.74,45,29,samodzielna,pomorskie,email,1
LEAD-1795,0.04,0.03,18,45,samodzielna,slaskie,email,0
LEAD-1796,0.08,0.66,78,30,samodzielna,wielkopolskie,call,0
LEAD-1797,0.72,0.53,62,44,przychodnia,slaskie,offer,1
LEAD-1798,0.07,0.1,36,18,samodzielna,wielkopolskie,call,0
LEAD-1799,0.07,0.17,84,41,samodzielna,wielkopolskie,call,0
LEAD-1800,0.01,0.57,52,22,przychodnia,mazowieckie,offer,0
LEAD-1801,0.96,0.3,19,24,przychodnia,mazowieckie,call,1
LEAD-1802,0.74,0.94,44,21,przychodnia,wielkopolskie,email,0
LEAD-1803,0.35,0.82,7,12,samodzielna,pomorskie,call,0
LEAD-1804,0.3,0.98,44,35,samodzielna,mazowieckie,offer,0
LEAD-1805,0.35,0.26,68,11,przychodnia,wielkopolskie,email,1
LEAD-1806,0.77,0.97,34,11,samodzielna,slaskie,email,0
LEAD-1807,0.66,0.43,66,44,samodzielna,slaskie,email,0
LEAD-1808,0.19,0.35,69,7,samodzielna,pomorskie,email,1
LEAD-1809,0.17,0.05,55,37,przychodnia,slaskie,call,0
LEAD-1810,0.1,0.05,10,25,przychodnia,slaskie,call,0
LEAD-1811,0.66,0.69,42,13,samodzielna,wielkopolskie,email,0
LEAD-1812,0.76,0.46,41,44,samodzielna,slaskie,offer,1
LEAD-1813,0.27,0.23,77,24,samodzielna,slaskie,email,1
LEAD-1814,0.02,0.61,69,28,samodzielna,slaskie,call,0
LEAD-1815,0.08,0.25,10,46,przychodnia,slaskie,email,0
LEAD-1816,0.97,0.58,10,38,przychodnia,wielkopolskie,call,0
LEAD-1817,0.3,0.36,60,7,samodzielna,slaskie,email,0
LEAD-1818,0.77,0.82,51,2,samodzielna,pomorskie,offer,0
LEAD-1819,0.62,0.82,21,7,przychodnia,mazowieckie,email,0
LEAD-1820,0.38,0.48,8,23,samodzielna,pomorskie,offer,1
LEAD-1821,0.21,0.35,65,42,przychodnia,mazowieckie,offer,0
LEAD-1822,0.12,0.36,78,25,samodzielna,pomorskie,email,0
LEAD-1823,0.62,0.81,85,26,przychodnia,mazowieckie,offer,0
LEAD-1824,0.77,0.33,30,16,samodzielna,mazowieckie,offer,1
LEAD-1825,0.64,0.21,85,27,samodzielna,mazowieckie,call,0
LEAD-1826,0.53,0.08,49,9,przychodnia,mazowieckie,call,1
LEAD-1827,0.04,0.47,9,25,przychodnia,wielkopolskie,offer,0
LEAD-1828,0.97,0.48,17,49,samodzielna,pomorskie,email,0
LEAD-1829,0.8,0.84,69,39,samodzielna,mazowieckie,offer,0
LEAD-1830,0.29,0.22,58,7,przychodnia,pomorskie,email,0
LEAD-1831,0.98,0.38,57,36,przychodnia,slaskie,call,0
LEAD-1832,0.6,0.81,62,43,samodzielna,mazowieckie,email,0
LEAD-1833,0.58,0.82,52,2,samodzielna,pomorskie,offer,1
LEAD-1834,0.75,0.38,61,47,przychodnia,wielkopolskie,offer,0
LEAD-1835,0.81,0.46,40,37,przychodnia,pomorskie,offer,0
LEAD-1836,0.66,0.3,38,13,przychodnia,mazowieckie,offer,0
LEAD-1837,0.13,0.93,43,39,przychodnia,slaskie,offer,1
LEAD-1838,0.34,0.12,63,12,przychodnia,pomorskie,email,0
LEAD-1839,0.93,0.93,19,13,samodzielna,slaskie,offer,1
LEAD-1840,0.22,0.68,50,43,samodzielna,wielkopolskie,call,0
LEAD-1841,0.37,0.53,33,40,przychodnia,pomorskie,offer,0
LEAD-1842,0.43,0.03,13,8,samodzielna,pomorskie,email,1
LEAD-1843,0.44,0.48,78,12,samodzielna,wielkopolskie,offer,1
LEAD-1844,0.61,0.41,62,37,przychodnia,wielkopolskie,offer,0
LEAD-1845,0.94,0.16,43,32,samodzielna,wielkopolskie,email,1
LEAD-1846,0.24,0.66,49,34,samodzielna,mazowieckie,offer,1
LEAD-1847,0.12,0.97,36,14,samodzielna,mazowieckie,email,0
LEAD-1848,0.2,0.56,10,19,przychodnia,pomorskie,offer,0
LEAD-1849,0.89,0.71,6,42,przychodnia,pomorskie,call,0
LEAD-1850,0.65,0.07,57,25,samodzielna,pomorskie,offer,1
LEAD-1851,0.29,0.42,1,10,samodzielna,slaskie,email,0
LEAD-1852,0.82,0.12,71,32,samodzielna,wielkopolskie,call,0
LEAD-1853,0.86,0.61,58,42,samodzielna,pomorskie,email,1
LEAD-1854,0.85,0.94,21,11,samodzielna,wielkopolskie,offer,1
LEAD-1855,0.92,0.66,80,3,samodzielna,mazowieckie,call,0
LEAD-1856,0.25,0.08,56,39,przychodnia,wielkopolskie,email,1
LEAD-1857,0.76,0.35,87,16,samodzielna,slaskie,call,1
LEAD-1858,0.46,0.55,20,4,samodzielna,slaskie,call,1
LEAD-1859,0.84,0.4,54,44,przychodnia,wielkopolskie,email,0
LEAD-1860,0.73,0.83,25,32,samodzielna,slaskie,call,0
LEAD-1861,0.78,0.81,28,7,samodzielna,slaskie,email,0
LEAD-1862,0.66,0.61,5,4,samodzielna,mazowieckie,call,1
LEAD-1863,0.18,0.37,21,12,samodzielna,pomorskie,call,0
LEAD-1864,0.55,0.26,18,16,przychodnia,slaskie,call,0
LEAD-1865,0.98,0.11,47,46,samodzielna,pomorskie,offer,1
LEAD-1866,0.94,0.35,70,29,przychodnia,wielkopolskie,offer,1
LEAD-1867,0.04,0.41,57,11,samodzielna,wielkopolskie,email,0
LEAD-1868,0.16,0.68,19,39,samodzielna,slaskie,call,1
LEAD-1869,0.13,0.66,65,48,przychodnia,wielkopolskie,email,0
LEAD-1870,0.73,0.07,3,8,samodzielna,mazowieckie,offer,0
LEAD-1871,0.82,0.4,42,16,przychodnia,slaskie,offer,0
LEAD-1872,0.21,0.18,21,19,przychodnia,slaskie,offer,1
LEAD-1873,0.51,0.16,40,19,przychodnia,slaskie,offer,1
LEAD-1874,0.84,0.83,67,42,samodzielna,wielkopolskie,email,0
LEAD-1875,0.73,0.04,25,25,samodzielna,wielkopolskie,call,0
LEAD-1876,0.54,0.42,55,3,samodzielna,slaskie,email,0
LEAD-1877,0.59,0.17,84,41,samodzielna,pomorskie,call,0
LEAD-1878,0.51,0.88,52,21,przychodnia,wielkopolskie,offer,1
LEAD-1879,0.3,0.56,44,35,samodzielna,wielkopolskie,call,0
LEAD-1880,0.57,0.23,85,44,samodzielna,slaskie,offer,0
LEAD-1881,0.69,0.5,56,27,przychodnia,pomorskie,email,1
LEAD-1882,0.87,0.73,55,8,przychodnia,slaskie,call,0
LEAD-1883,0.64,0.96,87,39,samodzielna,wielkopolskie,email,0
LEAD-1884,0.76,0.22,70,31,przychodnia,slaskie,offer,0
LEAD-1885,0.16,0.89,77,43,przychodnia,slaskie,email,0
LEAD-1886,0.46,0.93,87,6,przychodnia,slaskie,offer,0
LEAD-1887,0.01,0.92,73,12,przychodnia,pomorskie,offer,1
LEAD-1888,0.25,0.64,81,2,przychodnia,slaskie,offer,1
LEAD-1889,0.73,0.63,66,35,samodzielna,wielkopolskie,email,1
LEAD-1890,0.99,0.4,19,2,samodzielna,slaskie,email,1
LEAD-1891,0.1,0.75,83,20,samodzielna,pomorskie,call,0
LEAD-1892,0.4,0.53,7,3,samodzielna,mazowieckie,call,1
